list_name,list_date,ticker,form,base_score,filing_day_close,next_open,next_high,next_close,next_volume,gap_next_open_pct,next_day_max_run_pct,next_day_close_pct,next_day_vwap_pct,spy_close_pct,alpha_close_pct,catalyst_sign,exec_cost_pct,hit_2pct,hit_3pct,hit_5pct,hit_2pct_net,realistic_pnl_pct,realistic_pnl_net_pct,market_cap
sec_top_gappers,2026-03-04,STVN,6-K,11,17.5000,16.7100,16.9900,15.9100,835300,-4.5143,-2.9143,-9.0857,-7.2381,-0.5576,-8.5282,0,0.2000,0,0,0,0,-1.5000,-1.7000,
sec_top_gappers,2026-03-04,DUOT,8-K,10,7.6100,7.5000,7.7500,7.5200,407100,-1.4455,1.8397,-1.1827,-0.7008,-0.5576,-0.6251,0,0.2000,0,0,0,0,2.0000,1.8000,
sec_top_gappers,2026-03-04,IREN,8-K,10,43.8400,41.1900,41.8800,40.1250,45269300,-6.0447,-4.4708,-8.4740,-8.1775,-0.5576,-7.9164,0,0.2000,0,0,0,0,-1.5000,-1.7000,
sec_top_gappers,2026-03-04,RBA,8-K,10,103.2700,102.7900,106.5400,106.4000,1763100,-0.4648,3.1665,3.0309,1.7914,-0.5576,3.5885,0,0.2000,1,1,0,1,2.0000,1.8000,
sec_top_gappers,2026-03-04,SWIM,8-K,10,7.2000,7.0700,7.2600,6.4600,1526800,-1.8056,0.8333,-10.2778,-6.7593,-0.5576,-9.7202,0,0.2000,0,0,0,0,-1.5000,-1.7000,
sec_top_gappers,2026-03-04,TGNT,8-K,10,0.0130,0.0130,0.0130,0.0130,0,0.0000,0.0000,0.0000,0.0000,-0.5576,0.5576,0,0.2000,0,0,0,0,0.0000,-0.2000,
sec_top_gappers,2026-03-04,XWEL,8-K,10,1.3500,1.3600,1.6400,1.4500,1918300,0.7407,21.4815,7.4074,9.8765,-0.5576,7.9650,0,0.2000,1,1,1,1,2.0000,1.8000,
sec_top_gappers,2026-03-04,GREH,8-K,10,0.0154,0.0155,0.0160,0.0145,247415,0.6493,3.8961,-5.8442,-4.5455,-0.5576,-5.2866,0,0.2000,1,1,0,1,-1.5000,-1.7000,
sec_top_gappers,2026-03-04,TYRA,8-K,10,35.2700,34.5900,35.1700,34.5400,1783000,-1.9280,-0.2835,-2.0697,-2.9770,-0.5576,-1.5122,0,0.2000,0,0,0,0,-1.5000,-1.7000,
sec_top_gappers,2026-03-04,ALNY,8-K,10,327.3000,323.6900,328.2800,320.5100,1215100,-1.1030,0.2994,-2.0745,-1.3851,-0.5576,-1.5170,0,0.2000,0,0,0,0,-0.9824,-1.1824,
